t,x,y,z,roll,pitch,yaw
2.309269547462463379e+01,-6.178759904205083885e-03,1.914789619691002476e-01,5.666411064636309725e-01,-1.764641504321524224e+02,1.035038129054742351e+00,3.708901859590930661e-01
2.311514163017272949e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.313325333595275879e+01,-6.178759904205083885e-03,1.914789619691002476e-01,5.666411064636309725e-01,-1.764641504321524224e+02,1.035038129054742351e+00,3.708901859590930661e-01
2.315180182456970215e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.317221546173095703e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.319270014762878418e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.321222543716430664e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.323219466209411621e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.325397729873657227e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.327457785606384277e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.328853702545166016e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.330659747123718262e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.332585072517395020e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.334630250930786133e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.336615133285522461e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.338617682456970215e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.340323877334594727e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.342377161979675293e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.344652295112609863e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.346630167961120605e+01,-5.852487099564551883e-03,1.917372813187143699e-01,5.666457948435171810e-01,-1.764425693932590491e+02,9.905138394043997430e-01,3.914471686919026583e-01
2.348634791374206543e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.350646495819091797e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.352776288986206055e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.353882551193237305e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.355455875396728516e+01,-5.918753064968532845e-03,1.917387980587312579e-01,5.666470738610029922e-01,-1.764423147105571275e+02,1.012917013263699761e+00,3.708420785206669734e-01
2.356759858131408691e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.358503556251525879e+01,-6.109683902244263110e-03,1.914794083046323647e-01,5.666398716845657546e-01,-1.764641746626048473e+02,1.013100633205398449e+00,3.695344413381463355e-01
2.360497546195983887e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.362840199470520020e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.364188075065612793e+01,-6.112158531314924696e-03,1.919971142147493259e-01,5.666564765785727653e-01,-1.764204414110893993e+02,1.012342537434715695e+00,3.913954153729078955e-01
2.365994977951049805e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.368210005760192871e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.369463443756103516e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.371461486816406250e+01,-6.181570258212278762e-03,1.914769724186855537e-01,5.666410368346526116e-01,-1.764643727862029152e+02,1.034580307980574654e+00,3.928596123206092861e-01
2.373294639587402344e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.375651693344116211e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.377421832084655762e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.379237151145935059e+01,-5.852487099564551883e-03,1.917372813187143699e-01,5.666457948435171810e-01,-1.764425693932590491e+02,9.905138394043997430e-01,3.914471686919026583e-01
2.381510663032531738e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.383453416824340820e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.385277271270751953e+01,-6.109516945078746764e-03,1.917392443427023974e-01,5.666481595952906902e-01,-1.764421968064640964e+02,1.012958913914726367e+00,3.694803795511125144e-01
2.387217235565185547e+01,-6.109516945078746764e-03,1.917392443427023974e-01,5.666481595952906902e-01,-1.764421968064640964e+02,1.012958913914726367e+00,3.694803795511125144e-01
2.389637637138366699e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.391319370269775391e+01,-6.181570258212278762e-03,1.914769724186855537e-01,5.666410368346526116e-01,-1.764643727862029152e+02,1.034580307980574654e+00,3.928596123206092861e-01
2.393159437179565430e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.395086812973022461e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.397086620330810547e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.399001884460449219e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.400967717170715332e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.403105783462524414e+01,-6.181570258212278762e-03,1.914769724186855537e-01,5.666410368346526116e-01,-1.764643727862029152e+02,1.034580307980574654e+00,3.928596123206092861e-01
2.405302190780639648e+01,-5.921727166120523481e-03,1.914769724101583193e-01,5.666387153509593322e-01,-1.764645235141432806e+02,1.012601489340532179e+00,3.928570004390180004e-01
2.407588601112365723e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.408898997306823730e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.411700582504272461e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.413168644905090332e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.414906644821166992e+01,-6.112494422608033204e-03,1.914774452407241867e-01,5.666398026075529781e-01,-1.764643970042994283e+02,1.012642806870994727e+00,3.915039530397559364e-01
2.417017555236816406e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.418268275260925293e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.420153880119323730e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.422241282463073730e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.424019670486450195e+01,-5.921563407132548508e-03,1.917368085568748604e-01,5.666470023908881659e-01,-1.764425455527438089e+02,1.012450822552031893e+00,3.928111772158203729e-01
2.426237201690673828e+01,-6.112494422608033204e-03,1.914774452407241867e-01,5.666398026075529781e-01,-1.764643970042994283e+02,1.012642806870994727e+00,3.915039530397559364e-01
2.428482866287231445e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.430432248115539551e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.433050465583801270e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.434845757484436035e+01,-6.178759904205083885e-03,1.914789619691002476e-01,5.666411064636309725e-01,-1.764641504321524224e+02,1.035038129054742351e+00,3.708901859590930661e-01
2.437366151809692383e+01,-6.109516945078746764e-03,1.917392443427023974e-01,5.666481595952906902e-01,-1.764421968064640964e+02,1.012958913914726367e+00,3.694803795511125144e-01
2.439913797378540039e+01,-6.109516945078746764e-03,1.917392443427023974e-01,5.666481595952906902e-01,-1.764421968064640964e+02,1.012958913914726367e+00,3.694803795511125144e-01
2.441320037841796875e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.443786334991455078e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.445341229438781738e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.447116827964782715e+01,-6.109516945078746764e-03,1.917392443427023974e-01,5.666481595952906902e-01,-1.764421968064640964e+02,1.012958913914726367e+00,3.694803795511125144e-01
2.449190473556518555e+01,-6.349159755246646525e-03,1.914791247344334868e-01,5.666414694094732418e-01,-1.764639385891464087e+02,1.056550496333021893e+00,3.933296391638732015e-01
2.451276206970214844e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.453042697906494141e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.456045484542846680e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.457226562500000000e+01,-6.346182420438735601e-03,1.917409515343453108e-01,5.666498265357893249e-01,-1.764417465048557574e+02,1.056866059558909887e+00,3.713228457504160751e-01
2.459345316886901855e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.461810731887817383e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.463289809226989746e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.465118694305419922e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.467149806022644043e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.468552422523498535e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.470082020759582520e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.472253680229187012e+01,-6.112494422608033204e-03,1.914774452407241867e-01,5.666398026075529781e-01,-1.764643970042994283e+02,1.012642806870994727e+00,3.915039530397559364e-01
2.474186110496520996e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.476000595092773438e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.478003835678100586e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.480124330520629883e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.481879734992980957e+01,-6.178592950487435398e-03,1.917387980672543568e-01,5.666493942031806119e-01,-1.764421724289748852e+02,1.034895888186893265e+00,3.708445402993095219e-01
2.483391785621643066e+01,-6.112327480607535404e-03,1.917372813271440712e-01,5.666480897653856097e-01,-1.764424192072566200e+02,1.012492661746127398e+00,3.914497130042786655e-01
2.485359883308410645e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.487271904945373535e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.489136528968811035e+01,-5.852487099564551883e-03,1.917372813187143699e-01,5.666457948435171810e-01,-1.764425693932590491e+02,9.905138394043997430e-01,3.914471686919026583e-01
2.491126251220703125e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.493954300880432129e+01,-5.921727166120523481e-03,1.914769724101583193e-01,5.666387153509593322e-01,-1.764645235141432806e+02,1.012601489340532179e+00,3.928570004390180004e-01
2.495125603675842285e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.496748948097229004e+01,-6.181403319864262058e-03,1.917368085654018728e-01,5.666493238111516284e-01,-1.764423948423913941e+02,1.034429641312595960e+00,3.928137883869699531e-01
2.498583316802978516e+01,-6.061667607165885895e-03,1.917352027601527953e-01,5.666525208124665314e-01,-1.764425515359196481e+02,1.054875673706485273e+00,4.618729603616198998e-01
2.500659108161926270e+01,-5.975587913594329614e-03,1.921613288631029426e-01,5.666812463202853811e-01,-1.764238877311183558e+02,1.116300790123119668e+00,6.448109902495348100e-01
2.502645134925842285e+01,-6.827419177614671604e-03,1.922907642871038159e-01,5.667008121270680210e-01,-1.765587239857709392e+02,1.280126484180191593e+00,1.131672055163766899e+00
2.504533958435058594e+01,-6.646430908366758594e-03,1.921693259908196505e-01,5.666969323061814556e-01,-1.768472167658627541e+02,1.170368503689047879e+00,1.947764319561323898e+00
2.506596875190734863e+01,-7.977685772853841673e-03,1.935159539592696543e-01,5.667948557332662674e-01,-1.770566728321861376e+02,1.157174274268276015e+00,2.886710720974032807e+00
2.507953047752380371e+01,-6.510132025832475987e-03,1.928756291095505004e-01,5.668104526534654131e-01,-1.774828503748426272e+02,1.059824055300234047e+00,3.807780537000291954e+00
2.509849214553833008e+01,-7.875998501758019188e-03,1.931535190629493914e-01,5.669807820170436052e-01,-1.781228699124138188e+02,1.313920923846018329e+00,5.464322519335483186e+00
2.511743903160095215e+01,-8.821056649561551111e-03,1.942722467015096099e-01,5.673066956997911969e-01,-1.787724336767593343e+02,1.604520302986561786e+00,7.147422175917494513e+00
2.513755178451538086e+01,-1.100913925962034197e-02,1.966349360733753715e-01,5.677682346240313649e-01,-1.793197698934385755e+02,2.039416822582218902e+00,8.620575091089962783e+00
2.516530156135559082e+01,-1.327897077936212797e-02,1.996075511616477727e-01,5.683229779635112777e-01,-1.799281543873001965e+02,2.323392135436798789e+00,1.002495989511806762e+01
2.518068861961364746e+01,-1.667441597482631141e-02,2.046872833659817148e-01,5.690083606034159747e-01,-1.799472738648040604e+02,2.760912300744757797e+00,1.119927669273271142e+01
2.520048213005065918e+01,-2.083006909232288859e-02,2.115851587856812654e-01,5.698518323118452189e-01,-1.795992099468343781e+02,3.247776785364138163e+00,1.228300628360274871e+01
2.521645593643188477e+01,-2.496853942281321292e-02,2.188724921645643917e-01,5.708564058262499685e-01,-1.792510614758288057e+02,3.665019763169323319e+00,1.343333604430192274e+01
2.523482775688171387e+01,-2.977088677829482777e-02,2.264599314636128180e-01,5.720702537513253638e-01,-1.788992260539207848e+02,4.113451364655470677e+00,1.466951669862006113e+01
2.525520825386047363e+01,-3.554997647193725713e-02,2.366110164864955456e-01,5.736958343861624510e-01,-1.781098383346828768e+02,4.646131614198131921e+00,1.582023475086278808e+01
2.527349948883056641e+01,-4.178972188594272386e-02,2.467419826383193127e-01,5.756453878366102339e-01,-1.773290328525599477e+02,5.233012271952489414e+00,1.644075121202175538e+01
2.529354238510131836e+01,-4.731225604630670545e-02,2.579823181380647701e-01,5.778467278490025949e-01,-1.762866899157806699e+02,5.621671100789724207e+00,1.677948476654295717e+01
2.531353068351745605e+01,-5.470979606139313861e-02,2.688187498408617371e-01,5.804585304894700482e-01,-1.752443267061330516e+02,6.307548995057211449e+00,1.721285288074933462e+01
2.533652973175048828e+01,-6.104435361725081555e-02,2.803801415347583759e-01,5.832691245619894271e-01,-1.740408629050525064e+02,6.715809083239020261e+00,1.741824491572124600e+01
2.535254859924316406e+01,-6.675250193574661095e-02,2.913446483380850438e-01,5.861260439262291344e-01,-1.730097161479000931e+02,6.923329887852966102e+00,1.730301786729355840e+01
2.537443375587463379e+01,-7.349700018185674477e-02,3.016738131144220958e-01,5.892655656097494088e-01,-1.719611030485697825e+02,7.415965227568555918e+00,1.718065801671071569e+01
2.539263248443603516e+01,-8.142021087644789323e-02,3.102820749920413013e-01,5.927095499460400818e-01,-1.710877243063517312e+02,8.408295697858712003e+00,1.705863578011348380e+01
2.541166448593139648e+01,-8.868969851353072920e-02,3.178092480172562406e-01,5.960940518919012332e-01,-1.702840661881375013e+02,9.349087917394975022e+00,1.694749306699686286e+01
2.543471956253051758e+01,-9.579463104829376296e-02,3.246560632708457295e-01,5.994204823209606792e-01,-1.695375498970195167e+02,1.017371980442559654e+01,1.685290688488184330e+01
2.545423173904418945e+01,-1.036336051475577336e-01,3.297612932093998972e-01,6.027327672892204280e-01,-1.689271306897949501e+02,1.123454349892342563e+01,1.679486668112640757e+01
2.547661399841308594e+01,-1.105260413463583502e-01,3.338434117838938175e-01,6.058262909274731989e-01,-1.684204164989805008e+02,1.211620913483306694e+01,1.669800069814212762e+01
2.549420523643493652e+01,-1.173854014971176252e-01,3.356200692718207534e-01,6.081655642743806212e-01,-1.680785530604666178e+02,1.291020782276650536e+01,1.668779841921019269e+01
2.551705670356750488e+01,-1.268767240711950739e-01,3.373457368736170192e-01,6.117346213921482923e-01,-1.677493324105646195e+02,1.397633493131842819e+01,1.650441081924445541e+01
2.553185987472534180e+01,-1.300156903602974201e-01,3.367370560339456032e-01,6.127081597139616420e-01,-1.677095458288658278e+02,1.477215473222192621e+01,1.663299482827354581e+01
2.555185842514038086e+01,-1.364640795853446775e-01,3.356025226832918817e-01,6.145510817656987257e-01,-1.676692886431069383e+02,1.571960353952676215e+01,1.660720372723197613e+01
2.556770682334899902e+01,-1.429620400229099364e-01,3.329878949425105206e-01,6.162740386538710924e-01,-1.677336940499716036e+02,1.677780428778711297e+01,1.664934321394942174e+01
2.558657884597778320e+01,-1.470314452600389177e-01,3.307172383475092126e-01,6.173973592141057676e-01,-1.678280855038969150e+02,1.753169411059775129e+01,1.666645902490914821e+01
2.561085772514343262e+01,-1.527090498668627616e-01,3.271324816044413608e-01,6.188289152048684905e-01,-1.679901996628938150e+02,1.843828428043662981e+01,1.664514486266910254e+01
2.562594962120056152e+01,-1.577176815001848365e-01,3.232075699113061140e-01,6.201396564742982509e-01,-1.682189951353076651e+02,1.927736982396967491e+01,1.664677695683647585e+01
2.564795613288879395e+01,-1.630971068855514572e-01,3.192848602192957519e-01,6.215888612694522308e-01,-1.684540496791686053e+02,2.023763475871873396e+01,1.668367147227003144e+01
2.566109037399291992e+01,-1.679337480710799690e-01,3.150352588309958124e-01,6.228426637813071487e-01,-1.688153843054013521e+02,2.103864128709889769e+01,1.664388503750039305e+01
2.567961359024047852e+01,-1.709249107553400537e-01,3.124773460160321648e-01,6.238282616471089170e-01,-1.690148464472647163e+02,2.165035737181244002e+01,1.669128398771351485e+01
2.570090389251708984e+01,-1.753437282535697250e-01,3.084903680739435328e-01,6.253166288802567419e-01,-1.691808888343495028e+02,2.263142149332830044e+01,1.679497704340467479e+01
2.571965074539184570e+01,-1.791205129358710291e-01,3.047414382730153082e-01,6.266455438797142730e-01,-1.694049851503856132e+02,2.347099187980452939e+01,1.680266699423431120e+01
2.574016332626342773e+01,-1.814231985204106112e-01,3.014843757013910830e-01,6.274739164750419151e-01,-1.695997705491238889e+02,2.401290780050396378e+01,1.681862370122197348e+01
2.576074767112731934e+01,-1.858360367065965413e-01,2.985214841747146353e-01,6.294254557968854691e-01,-1.697206804781462495e+02,2.503944487299717636e+01,1.687837954809947760e+01
2.578040003776550293e+01,-1.853379847653971735e-01,2.960666194272472684e-01,6.299199730807428788e-01,-1.699645617906638790e+02,2.554669172527630039e+01,1.685586854252847999e+01
2.579880356788635254e+01,-1.852215583251158315e-01,2.941063157267777006e-01,6.307054887286704936e-01,-1.702273553558077879e+02,2.601416310731709203e+01,1.679993425182442124e+01
2.582009124755859375e+01,-1.847144833011078457e-01,2.930681465792869256e-01,6.316220243897513464e-01,-1.703051984719944869e+02,2.644275838418934654e+01,1.678607229853544780e+01
2.584027028083801270e+01,-1.818560942975167571e-01,2.930305812317955394e-01,6.318888279782144402e-01,-1.704386881026270260e+02,2.637689150047182096e+01,1.659171832710460492e+01
2.586190986633300781e+01,-1.779976201832396132e-01,2.936454549861575725e-01,6.316393239370213797e-01,-1.705526549770660267e+02,2.598694619270574790e+01,1.638659624078105992e+01
2.588459897041320801e+01,-1.743395887722498649e-01,2.942787355581753528e-01,6.317488729991034280e-01,-1.706406656439728522e+02,2.581122564343164427e+01,1.621256045730588724e+01
2.589620256423950195e+01,-1.701373783909527482e-01,2.947264404355422474e-01,6.321448998689571663e-01,-1.707294986027344521e+02,2.581619994572626098e+01,1.605522999045127008e+01
2.591594743728637695e+01,-1.662872185601789177e-01,2.953080138414921341e-01,6.324270563267879730e-01,-1.708132921256813859e+02,2.570104344458001577e+01,1.590712649764324915e+01
2.593032169342041016e+01,-1.608399394209915068e-01,2.964550305965481525e-01,6.325399581215918055e-01,-1.709133585956070078e+02,2.533578790545132975e+01,1.563697883032346425e+01
2.594819808006286621e+01,-1.570513733254980115e-01,2.970573029922333741e-01,6.325453770306960211e-01,-1.710075318524826571e+02,2.502869159619641337e+01,1.545304509419076311e+01
2.596927332878112793e+01,-1.511081669689556817e-01,2.979261587816408596e-01,6.326693686514421877e-01,-1.711330388670752143e+02,2.463687675816829170e+01,1.522102325481208851e+01
2.598862957954406738e+01,-1.462277919725405440e-01,2.978897353736860154e-01,6.331363577712794122e-01,-1.712712778989077833e+02,2.457280688909461475e+01,1.502510850532186915e+01
2.600780677795410156e+01,-1.410152559037927689e-01,2.981757842815240811e-01,6.332969537277535199e-01,-1.714154806750771343e+02,2.427852361122108249e+01,1.481720321250007544e+01
2.602951526641845703e+01,-1.353010587829370781e-01,2.980629941251902726e-01,6.333083825127020505e-01,-1.716140107691235812e+02,2.386540651733211860e+01,1.458425499571811379e+01
2.604624629020690918e+01,-1.299723806376322233e-01,2.972738989869919135e-01,6.335681175755401018e-01,-1.718437878519434889e+02,2.370141224327362295e+01,1.439717325600782338e+01
2.606754493713378906e+01,-1.266747572104510999e-01,2.965223455080925330e-01,6.341489716559316481e-01,-1.720185257360335243e+02,2.382375883395626559e+01,1.429469671324707214e+01
2.608668088912963867e+01,-1.219975923934076695e-01,2.958496565741887130e-01,6.347982334423712958e-01,-1.722002178864965174e+02,2.387422374675623971e+01,1.412825294082290561e+01
2.610870957374572754e+01,-1.174803884910842477e-01,2.952152621580165781e-01,6.354575726551119352e-01,-1.723670050606334314e+02,2.384772641379534974e+01,1.399961920247486447e+01
2.612529158592224121e+01,-1.133246923211667367e-01,2.945342670755364822e-01,6.363515579448166815e-01,-1.725416336779487381e+02,2.389351030880529692e+01,1.383505034201133199e+01
2.614582419395446777e+01,-1.088892428442359561e-01,2.943120183681145474e-01,6.372735079446230078e-01,-1.727004500331506165e+02,2.384446073596647508e+01,1.363619236774886900e+01
2.616805386543273926e+01,-1.047499442000647818e-01,2.940312845528392227e-01,6.382097654754050886e-01,-1.728266387835898854e+02,2.373009397228580397e+01,1.345574932004934965e+01
2.618248558044433594e+01,-1.006182930876754755e-01,2.936562716278549590e-01,6.393350244771115465e-01,-1.729669998168845382e+02,2.370981137967445207e+01,1.324979624989918214e+01
2.619796705245971680e+01,-9.831743737105819170e-02,2.936214502173388197e-01,6.401297581581879559e-01,-1.730307039641130302e+02,2.370831098626566913e+01,1.313238648706637868e+01
